Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.line93", 2, 3, -1.46837E-011, -2.52575E-011, -5.07218E-011, -2.90446E-011, 1.17103E-010, 1.52868E-012, 1.46837E-011, 2.52575E-011, 5.07218E-011, 2.90446E-011, -1.17103E-010, -1.52868E-012
"Line.line94", 2, 3,    17.9428,    5.86271,    17.9828,    5.91672,    16.0507,    5.26673,   -17.9413,   -5.86259,   -17.9813,   -5.91639,   -16.0497,   -5.26655
"Line.line95", 2, 3, -7.73241E-010, 9.86333E-010, -2.95708E-010, -3.03527E-010, 4.72196E-010, 2.33517E-009, 7.73241E-010, -9.86333E-010, 2.95708E-010, 3.03527E-010, -4.72196E-010, -2.33517E-009
"Line.line96", 2, 3, -7.98823E-011, -2.11476E-011, -1.15966E-010, -3.27283E-011, -5.8554E-011, -1.67917E-012, 7.98823E-011, 2.11476E-011, 1.15966E-010, 3.27283E-011, 5.8554E-011, 1.67917E-012
"Line.line97", 2, 3,    17.9413,    5.86259,    17.9813,    5.91639,    16.0497,    5.26655,   -17.9403,   -5.86251,   -17.9803,   -5.91617,    -16.049,   -5.26643
"Line.line98", 2, 3, -1.0067E-009, 5.83652E-010, -4.33475E-010, 2.88358E-010, 9.3943E-010, 2.33418E-009, 1.0067E-009, -5.83652E-010, 4.33475E-010, -2.88358E-010, -9.3943E-010, -2.33418E-009
"Line.line99", 2, 3, -1.46837E-011, -2.52575E-011, -3.2622E-011, -1.84185E-012, -8.7824E-011, 2.25742E-013, 1.46837E-011, 2.52575E-011, 3.2622E-011, 1.84185E-012, 8.7824E-011, -2.25742E-013
"Line.line100", 2, 3,    17.9403,    5.86251,    17.9803,    5.91617,     16.049,    5.26643,   -17.9389,    -5.8624,   -17.9789,   -5.91586,   -16.0481,   -5.26627
"Line.line101", 2, 3, -7.02555E-010, 2.45488E-010, 5.78959E-010, -6.9974E-010, 8.41258E-010, 7.97623E-010, 7.02555E-010, -2.45488E-010, -5.78959E-010, 6.9974E-010, -8.41258E-010, -7.97623E-010
"Line.line102", 2, 3, -6.31437E-012, 3.67092E-012, -6.34022E-012, -3.63058E-012,          0,          0, 6.31437E-012, -3.67092E-012, 6.34022E-012, 3.63058E-012,          0,          0
"Line.line103", 2, 3,    1.06175,    0.34886,    3.18818,    1.04749,    2.14418,    0.70456,   -1.06175,   -0.34886,   -3.18818,   -1.04749,   -2.14418,  -0.704557
"Line.line104", 2, 3,    16.8772,    5.51354,    14.7908,    4.86837,    13.9039,    4.56171,   -16.8763,   -5.51344,   -14.7902,    -4.8682,   -13.9034,   -4.56168
"Line.line105", 2, 3, -4.70153E-010, 4.07087E-010, 2.71861E-010, -1.11879E-009, 1.16982E-009, 8.15177E-010, 4.70153E-010, -4.07087E-010, -2.71861E-010, 1.11879E-009, -1.16982E-009, -8.15177E-010
"Line.line106", 2, 3,    1.06175,    0.34886,    3.18818,    1.04749,    2.14418,   0.704557,   -1.06175,   -0.34886,   -3.18817,   -1.04748,   -2.14418,  -0.704553
"Line.line107", 2, 3,    16.8763,    5.51344,    14.7902,     4.8682,    13.9034,    4.56168,   -16.8759,   -5.51339,   -14.7899,    -4.8681,   -13.9032,   -4.56166
"Line.line108", 2, 3, -8.82333E-010, 2.76157E-010, 5.31289E-010, -6.3481E-010, 9.36762E-010, 1.07849E-009, 8.82333E-010, -2.76157E-010, -5.31289E-010, 6.3481E-010, -9.36762E-010, -1.07849E-009
"Line.line109", 2, 3,    1.06175,    0.34886,    3.18817,    1.04748,    2.14418,   0.704553,   -1.06175,   -0.34886,   -3.18816,   -1.04748,   -2.14418,  -0.704549
"Line.line110", 2, 3,    16.8759,    5.51339,    14.7899,     4.8681,    13.9032,    4.56166,   -16.8568,   -5.51127,   -14.7772,   -4.86421,   -13.8929,   -4.56103
"Line.line111", 2, 3, -8.46213E-010, 4.97962E-010, 4.54304E-010, -6.42219E-010, 8.63644E-010, 1.02572E-009, 8.46213E-010, -4.97962E-010, -4.54304E-010, 6.42219E-010, -8.63644E-010, -1.02572E-009
"Line.line112", 2, 3,    1.06175,    0.34886,    3.18816,    1.04748,    2.14418,   0.704549,   -1.06175,   -0.34886,   -3.18815,   -1.04748,   -2.14417,  -0.704542
"Line.line113", 2, 3,    16.8568,    5.51127,    14.7772,    4.86421,    13.8929,    4.56103,   -16.8549,   -5.51106,   -14.7759,   -4.86382,   -13.8919,   -4.56097
"Line.line114", 2, 3, -8.42406E-010, 4.93653E-010, 4.46347E-010, -6.38392E-010, 8.56328E-010, 1.01843E-009, 8.42406E-010, -4.93653E-010, -4.46347E-010, 6.38392E-010, -8.56328E-010, -1.01843E-009
"Line.line115", 2, 3,    1.06175,    0.34886,    3.18815,    1.04748,    2.14417,   0.704542,   -1.06175,   -0.34886,   -3.18813,   -1.04747,   -2.14417,  -0.704534
"Line.line116", 2, 3,    1.05921,   0.348066,    2.12155,    0.69693,    2.14085,   0.703518,   -1.05921,  -0.348065,   -2.12154,  -0.696927,   -2.14084,  -0.703509
"Line.line117", 2, 3,    15.7956,    5.16299,    12.6544,    4.16689,    11.7511,    3.85745,   -15.7903,   -5.16198,   -12.6517,   -4.16547,    -11.749,   -3.85728
"Line.line118", 2, 3, -8.09646E-010, 5.03033E-010, 4.60001E-010, -6.42101E-010, 9.07436E-010, 1.02015E-009, 8.09646E-010, -5.03033E-010, -4.60001E-010, 6.42101E-010, -9.07436E-010, -1.02015E-009
"Line.line119", 2, 3,    1.06175,    0.34886,    3.18813,    1.04747,    2.14417,   0.704534,   -1.06175,   -0.34886,   -3.18811,   -1.04746,   -2.14416,  -0.704527
"Line.line120", 2, 3, -5.7348E-011, 1.64422E-011, -6.82634E-011, 2.61008E-012, -5.81959E-011, 8.10896E-014, 5.7348E-011, -1.64422E-011, 6.82634E-011, -2.61008E-012, 5.81959E-011, -8.10896E-014
"Line.line121", 2, 3,    1.05921,   0.348065,    2.12154,   0.696927,    2.14084,   0.703509,   -1.05921,  -0.348064,   -2.12153,  -0.696926,   -2.14084,  -0.703505
"Line.line122", 2, 3,    15.7903,    5.16198,    12.6517,    4.16547,     11.749,    3.85728,   -15.7807,   -5.16015,    -12.647,    -4.1629,   -11.7454,   -3.85697
"Line.line123", 2, 3, -9.80996E-010, 3.66986E-010, 4.85256E-010, -6.27636E-010, 7.61581E-010, 1.09347E-009, 9.80996E-010, -3.66986E-010, -4.85256E-010, 6.27636E-010, -7.61581E-010, -1.09347E-009
"Line.line124", 2, 3,    1.06175,    0.34886,    3.18811,    1.04746,    2.14416,   0.704527,   -1.06175,   -0.34886,    -3.1881,   -1.04746,   -2.14416,  -0.704519
"Line.line125", 2, 3, -5.56848E-011, -9.58964E-012, -6.46629E-011, -3.67259E-012, -8.72944E-011, -3.33021E-013, 5.56848E-011, 9.58964E-012, 6.46629E-011, 3.67259E-012, 8.72944E-011, 3.33021E-013
"Line.line126", 2, 3,    1.05921,   0.348064,    2.12153,   0.696926,    2.14084,   0.703505,   -1.05921,  -0.348061,   -2.12151,  -0.696919,   -2.14082,  -0.703484
"Line.line127", 2, 3,    15.7807,    5.16015,     12.647,     4.1629,    11.7454,    3.85697,   -15.7764,   -5.15933,   -12.6448,   -4.16174,   -11.7438,   -3.85682
"Line.line128", 2, 3, -1.03006E-009, 3.11363E-010, 5.82717E-010, -6.22124E-010, 6.44803E-010, 1.10831E-009, 1.03006E-009, -3.11363E-010, -5.82717E-010, 6.22124E-010, -6.44803E-010, -1.10831E-009
"Line.line129", 2, 3,    1.06175,    0.34886,     3.1881,    1.04746,    2.14416,   0.704519,   -1.06175,   -0.34886,   -3.18808,   -1.04745,   -2.14415,  -0.704509
"Line.line130", 2, 3, -3.22951E-011, 1.95788E-012, -4.12964E-011, -1.53198E-011, -2.90967E-011, 9.49855E-013, 3.22951E-011, -1.95788E-012, 4.12964E-011, 1.53198E-011, 2.90967E-011, -9.49855E-013
"Line.line131", 2, 3,    1.05921,   0.348061, 2.68055E-010, 3.3284E-011, 2.1824E-010, 6.05948E-012,   -1.05912,  -0.348054, -2.68055E-010, -3.32837E-011, -2.1824E-010, -6.05965E-012
"Line.line132", 2, 3, 9.4309E-010, 1.14699E-009,    2.12151,   0.696919,    2.14082,   0.703484, -9.43115E-010, -1.14701E-009,   -2.12144,  -0.696917,   -2.14074,  -0.703405
